"","age","sex","born","educ","income","cohort","income16","granborn","income16_cat","income_cat"
"2050",34,"Female","Yes",16,12,1987,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2051",59,"Female","Yes",14,12,1962,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"2052",74,"Female","Yes",18,13,1947,26,"None","$170,000 OR OVER",NA
"2053",NA,"Male","Yes",NA,12,9999,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"2054",26,"Male","Yes",16,10,1995,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"2055",NA,"Female","Yes",14,6,9999,6,"Two","$6,000 TO $6,999","$6,000 TO $6,999"
"2056",54,"Male","Yes",18,13,1967,26,"None","$170,000 OR OVER",NA
"2057",29,"Male","Yes",18,12,1992,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2058",75,"Male","Yes",16,12,1946,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2059",34,"Female","Yes",16,12,1987,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"2060",70,"Female","Yes",18,13,1951,26,"None","$170,000 OR OVER",NA
"2061",47,"Male","Yes",20,13,1974,26,"None","$170,000 OR OVER",NA
"2062",72,"Female","Yes",18,12,1949,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2063",20,"Female","Yes",12,13,2001,26,"None","$170,000 OR OVER",NA
"2064",73,"Male","Yes",17,12,1948,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2065",36,"Female","Yes",16,12,1985,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2066",51,"Female","Yes",16,12,1970,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2067",24,"Male","Yes",14,12,1997,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2068",50,"Female","Yes",17,11,1971,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"2069",42,"Male","Yes",13,9,1979,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"2070",85,"Male","Yes",12,12,1936,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2071",57,"Female","Yes",12,8,1964,8,"Three","$8,000 TO $9,999","$8,000 TO $9,999"
"2072",67,"Male","Yes",15,12,1954,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2073",74,"Female","Yes",15,12,1947,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2074",42,"Male","Yes",18,13,1979,26,"None","$170,000 OR OVER",NA
"2075",41,"Male","Yes",14,12,1980,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"2076",32,"Male","Yes",17,10,1989,12,"Two","$17,500 TO $19,999","$15,000 TO $19,999"
"2077",47,"Female","Yes",13,NA,1974,NA,"None",NA,NA
"2078",47,"Female","Yes",12,12,1974,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2079",42,"Male","Yes",14,12,1979,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2080",54,"Male","Yes",20,12,1967,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2081",75,"Female","Yes",16,12,1946,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2082",51,"Male","Yes",18,12,1970,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2083",58,"Female","No",16,12,1963,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"2084",57,"Female","No",17,13,1964,26,"Four","$170,000 OR OVER",NA
"2085",42,"Female","Yes",18,12,1979,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"2086",34,"Male","Yes",16,12,1987,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2087",NA,"Female","Yes",15,12,9999,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2088",75,"Male","Yes",16,12,1946,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2089",59,"Male","Yes",16,12,1962,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2090",29,"Male","Yes",12,11,1992,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"2091",57,"Male","Yes",14,NA,1964,NA,"None",NA,NA
"2092",29,"Male","Yes",13,12,1992,15,"Three","$25,000 TO $29,999","$25,000 OR MORE"
"2093",44,"Female","Yes",18,13,1977,26,"None","$170,000 OR OVER",NA
"2094",71,"Female","Yes",20,12,1950,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"2095",37,"Male","Yes",19,12,1984,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2096",NA,NA,"Yes",16,13,9999,27,NA,NA,NA
"2097",NA,"Male","Yes",14,9,9999,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"2098",57,"Male","Yes",13,8,1964,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"2099",58,"Female","Yes",8,1,1963,9,"None","$10,000 TO $12,499","$1,000 AND UNDER"
"2100",22,"Male","Yes",15,12,1999,17,"Two","$35,000 TO $39,999","$25,000 OR MORE"
"2101",71,"Female","Yes",20,12,1950,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"2102",21,"Female","Yes",14,12,2000,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"2103",69,"Male","Yes",18,12,1952,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2104",23,"Female","Yes",14,12,1998,21,"One","$75,000 TO $89,999","$25,000 OR MORE"
"2105",40,"Male","Yes",12,NA,1981,NA,"None",NA,NA
"2106",34,"Male","Yes",13,12,1987,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2107",41,"Female","Yes",12,12,1980,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2108",38,"Male","Yes",20,12,1983,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"2109",75,"Male","Yes",14,12,1946,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2110",66,"Female","Yes",14,12,1955,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2111",41,"Male","Yes",13,12,1980,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"2112",25,"Female","Yes",17,NA,1996,NA,"One",NA,NA
"2113",45,"Female","Yes",16,12,1976,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2114",73,"Female","No",18,12,1948,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"2115",22,"Female","Yes",12,9,1999,11,"None","$15,000 TO $17,499","$10,000 TO $14,999"
"2116",31,"Female","Yes",20,12,1990,23,NA,"$110,000 TO $129,999","$25,000 OR MORE"
"2117",27,"Male","Yes",16,12,1994,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"2118",46,"Female","No",11,12,1975,20,NA,"$60,000 TO $74,999","$25,000 OR MORE"
"2119",41,"Male","Yes",16,12,1980,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2120",53,"Female","Yes",14,12,1968,19,"Three","$50,000 TO $59,999","$25,000 OR MORE"
"2121",37,"Male","No",19,12,1984,19,NA,"$50,000 TO $59,999","$25,000 OR MORE"
"2122",36,"Male","Yes",19,12,1985,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"2123",20,"Female","Yes",13,NA,2001,NA,"Four",NA,NA
"2124",39,"Female","Yes",18,12,1982,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2125",47,"Male","Yes",14,12,1974,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"2126",50,"Female","Yes",20,12,1971,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2127",70,"Female","Yes",18,12,1951,19,"Three","$50,000 TO $59,999","$25,000 OR MORE"
"2128",60,"Female","Yes",14,NA,1961,NA,"None",NA,NA
"2129",32,"Female","Yes",10,12,1989,15,NA,"$25,000 TO $29,999","$25,000 OR MORE"
"2130",41,"Male","Yes",13,12,1980,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2131",26,"Female","Yes",16,11,1995,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"2132",NA,NA,"Yes",12,12,9999,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"2133",75,"Female","No",12,NA,1946,NA,"Four",NA,NA
"2134",NA,"Male","No",18,12,9999,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"2135",49,"Male","Yes",17,12,1972,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2136",51,"Female","Yes",10,1,1970,1,"One","$1,000 AND UNDER","$1,000 AND UNDER"
"2137",NA,"Female","Yes",17,12,9999,24,NA,"$130,000 TO $149,999","$25,000 OR MORE"
"2138",59,"Male","Yes",12,12,1962,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2139",47,"Male","Yes",10,12,1974,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"2140",57,"Female","Yes",9,12,1964,18,"One","$40,000 TO $49,999","$25,000 OR MORE"
"2141",33,"Male","Yes",13,NA,1988,NA,NA,NA,NA
"2142",88,"Male","Yes",17,12,1933,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2143",73,"Male","Yes",14,12,1948,17,"Two","$35,000 TO $39,999","$25,000 OR MORE"
"2144",53,"Male","Yes",16,13,1968,26,"None","$170,000 OR OVER",NA
"2145",32,"Male","Yes",15,NA,1989,NA,"None",NA,NA
"2146",59,"Male","Yes",12,1,1962,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"2147",30,"Male","Yes",14,12,1991,15,NA,"$25,000 TO $29,999","$25,000 OR MORE"
"2148",76,"Male","Yes",13,12,1945,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2149",48,"Female","Yes",16,12,1973,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2150",73,"Male","Yes",14,12,1948,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"2151",47,"Female","Yes",13,12,1974,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"2152",80,"Male","Yes",12,12,1941,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"2153",59,"Female","Yes",17,12,1962,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"2154",63,"Female","Yes",17,12,1958,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"2155",51,"Male","Yes",18,12,1970,17,"One","$35,000 TO $39,999","$25,000 OR MORE"
"2156",71,"Male","Yes",15,12,1950,17,"One","$35,000 TO $39,999","$25,000 OR MORE"
"2157",77,"Male","No",15,12,1944,15,"Four","$25,000 TO $29,999","$25,000 OR MORE"
"2158",32,"Female","Yes",11,12,1989,15,"Two","$25,000 TO $29,999","$25,000 OR MORE"
"2159",33,"Female","Yes",15,12,1988,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2160",30,"Female","Yes",14,12,1991,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"2161",50,"Male","No",20,6,1971,6,"Three","$6,000 TO $6,999","$6,000 TO $6,999"
"2162",39,"Female","No",12,12,1982,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"2163",35,"Female","No",12,12,1986,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"2164",57,"Female","Yes",14,12,1964,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2165",60,"Female","Yes",12,NA,1961,NA,"None",NA,NA
"2166",61,"Female","Yes",12,12,1960,19,NA,"$50,000 TO $59,999","$25,000 OR MORE"
"2167",84,"Female","Yes",14,12,1937,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"2168",68,"Male","Yes",17,12,1953,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2169",62,"Female","Yes",16,12,1959,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2170",54,"Male","Yes",12,13,1967,26,"Four","$170,000 OR OVER",NA
"2171",NA,"Male","Yes",16,NA,9999,NA,"None",NA,NA
"2172",48,"Male","No",12,10,1973,12,"Four","$17,500 TO $19,999","$15,000 TO $19,999"
"2173",32,"Female","No",17,12,1989,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"2174",38,"Male","Yes",16,12,1983,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2175",76,"Female","Yes",16,12,1945,23,"One","$110,000 TO $129,999","$25,000 OR MORE"
"2176",27,"Male","Yes",18,12,1994,15,"Four","$25,000 TO $29,999","$25,000 OR MORE"
"2177",76,"Female","Yes",14,12,1945,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"2178",26,"Female",NA,12,NA,1995,NA,NA,NA,NA
"2179",44,"Female","Yes",11,5,1977,5,"Four","$5,000 TO $5,999","$5,000 TO $5,999"
"2180",67,"Male","No",20,13,1954,26,"Four","$170,000 OR OVER",NA
"2181",46,"Female","Yes",16,12,1975,24,"Four","$130,000 TO $149,999","$25,000 OR MORE"
"2182",69,"Female","Yes",12,9,1952,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"2183",41,"Female","No",20,13,1980,26,"Four","$170,000 OR OVER",NA
"2184",54,"Female","Yes",6,NA,1967,NA,"Two",NA,NA
"2185",61,"Female","Yes",16,12,1960,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2186",48,"Female","Yes",16,12,1973,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2187",58,"Female","Yes",18,13,1963,26,"None","$170,000 OR OVER",NA
"2188",69,"Female","Yes",14,12,1952,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2189",72,"Male","No",12,11,1949,13,"Four","$20,000 TO $22,499","$20,000 TO $24,999"
"2190",40,"Male","No",16,12,1981,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"2191",24,"Female","Yes",12,12,1997,18,NA,"$40,000 TO $49,999","$25,000 OR MORE"
"2192",33,"Male","No",12,10,1988,12,NA,"$17,500 TO $19,999","$15,000 TO $19,999"
"2193",50,"Female","No",12,8,1971,8,"Four","$8,000 TO $9,999","$8,000 TO $9,999"
"2194",40,NA,"Yes",17,4,1981,4,NA,"$4,000 TO $4,999","$4,000 TO $4,999"
"2195",63,"Male","No",18,12,1958,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"2196",30,"Female","No",12,1,1991,1,NA,"$1,000 AND UNDER","$1,000 AND UNDER"
"2197",59,"Female","No",16,12,1962,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"2198",36,"Female","Yes",19,13,1985,26,"Two","$170,000 OR OVER",NA
"2199",83,"Female","Yes",18,12,1938,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"2200",74,"Female","Yes",14,12,1947,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"2201",44,"Male","No",14,12,1977,24,"Four","$130,000 TO $149,999","$25,000 OR MORE"
"2202",43,"Female","Yes",16,12,1978,22,"Three","$90,000 TO $109,999","$25,000 OR MORE"
"2203",51,"Female","Yes",12,12,1970,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"2204",24,"Female","Yes",16,12,1997,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"2205",68,"Male","Yes",14,12,1953,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"2206",64,"Male","No",14,13,1957,26,"Four","$170,000 OR OVER",NA
"2207",37,"Male","Yes",12,NA,1984,NA,NA,NA,NA
"2208",33,"Female","Yes",11,12,1988,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2209",36,"Female","Yes",16,12,1985,18,NA,"$40,000 TO $49,999","$25,000 OR MORE"
"2210",32,"Male","Yes",NA,1,1989,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"2211",37,"Male","No",13,9,1984,9,"Four","$10,000 TO $12,499","$10,000 TO $14,999"
"2212",24,"Female","Yes",16,11,1997,15,"None","$25,000 TO $29,999","$20,000 TO $24,999"
"2213",27,"Male","Yes",16,12,1994,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"2214",22,"Male","Yes",16,12,1999,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"2215",53,"Female","Yes",17,13,1968,26,"None","$170,000 OR OVER",NA
"2216",77,"Male","Yes",16,12,1944,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2217",23,"Female","No",17,12,1998,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"2218",30,"Male","No",16,13,1991,26,"Four","$170,000 OR OVER",NA
"2219",36,"Female","No",20,12,1985,19,NA,"$50,000 TO $59,999","$25,000 OR MORE"
"2220",28,"Male","Yes",17,12,1993,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"2221",45,"Female","No",12,NA,1976,NA,NA,NA,NA
"2222",55,"Female","Yes",15,12,1966,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2223",80,"Female","Yes",12,11,1941,13,NA,"$20,000 TO $22,499","$20,000 TO $24,999"
"2224",32,"Male","Yes",14,12,1989,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2225",45,"Female","No",15,NA,1976,NA,"Four",NA,NA
"2226",41,NA,"Yes",0,NA,1980,NA,NA,NA,NA
"2227",42,"Female","No",17,13,1979,26,"Four","$170,000 OR OVER",NA
"2228",NA,"Female","Yes",14,13,9999,26,"None","$170,000 OR OVER",NA
"2229",62,"Male","No",15,13,1959,26,"Four","$170,000 OR OVER",NA
"2230",28,"Male","Yes",12,12,1993,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2231",39,"Male","Yes",12,12,1982,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"2232",41,"Female","Yes",12,13,1980,26,NA,"$170,000 OR OVER",NA
"2233",25,"Male","Yes",15,12,1996,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"2234",39,"Male","Yes",13,12,1982,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"2235",82,"Male","Yes",16,12,1939,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2236",19,"Female","Yes",13,NA,2002,NA,"None",NA,NA
"2237",67,"Female","Yes",16,NA,1954,NA,NA,NA,NA
"2238",33,"Male","Yes",16,12,1988,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2239",56,"Female","Yes",12,12,1965,19,"Three","$50,000 TO $59,999","$25,000 OR MORE"
"2240",24,"Male","Yes",12,11,1997,14,"Four","$22,500 TO $24,999","$20,000 TO $24,999"
"2241",69,"Female","Yes",18,12,1952,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"2242",55,"Female","Yes",16,12,1966,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2243",33,"Female","Yes",16,12,1988,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"2244",22,"Male","Yes",12,12,1999,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"2245",89,"Male","Yes",12,9,1932,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"2246",40,"Male","Yes",16,12,1981,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"2247",54,"Female","No",16,12,1967,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"2248",57,"Female","No",20,13,1964,26,"Four","$170,000 OR OVER",NA
"2249",20,"Female","Yes",14,12,2001,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"2250",49,"Female","Yes",18,13,1972,26,"None","$170,000 OR OVER",NA
"2251",69,"Female","Yes",14,13,1952,26,"None","$170,000 OR OVER",NA
"2252",62,"Female","Yes",16,13,1959,26,"None","$170,000 OR OVER",NA
"2253",66,"Female","Yes",12,NA,1955,NA,"None",NA,NA
"2254",61,"Female","Yes",20,12,1960,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2255",49,"Female","No",20,12,1972,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"2256",71,"Male","Yes",14,NA,1950,NA,"None",NA,NA
"2257",64,"Female","Yes",17,NA,1957,NA,"Three",NA,NA
"2258",57,"Male","Yes",16,13,1964,26,"None","$170,000 OR OVER",NA
"2259",NA,"Female","Yes",12,12,9999,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"2260",47,"Female","Yes",14,12,1974,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"2261",32,"Male","Yes",20,12,1989,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"2262",56,"Female","Yes",14,11,1965,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"2263",23,"Male","Yes",14,4,1998,4,"None","$4,000 TO $4,999","$4,000 TO $4,999"
"2264",34,"Male","Yes",19,12,1987,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"2265",46,"Male","Yes",20,12,1975,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2266",44,"Female","No",13,12,1977,17,"Four","$35,000 TO $39,999","$25,000 OR MORE"
"2267",38,"Female","Yes",17,13,1983,26,"Four","$170,000 OR OVER",NA
"2268",39,"Female","Yes",18,12,1982,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"2269",69,"Male","Yes",20,13,1952,26,"Two","$170,000 OR OVER",NA
"2270",71,"Female","Yes",20,13,1950,26,"Four","$170,000 OR OVER",NA
"2271",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"2272",34,"Male","Yes",12,12,1987,25,"One","$150,000 TO $169,999","$25,000 OR MORE"
"2273",74,"Male","Yes",16,12,1947,16,"Two","$30,000 TO $34,999","$25,000 OR MORE"
"2274",57,"Female","Yes",17,12,1964,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"2275",NA,"Male",NA,17,NA,9999,NA,NA,NA,NA
"2276",42,"Male","Yes",17,NA,1979,NA,"None",NA,NA
"2277",52,"Male","Yes",14,12,1969,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2278",79,"Male","Yes",16,12,1942,23,NA,"$110,000 TO $129,999","$25,000 OR MORE"
"2279",40,"Female","Yes",13,13,1981,26,"One","$170,000 OR OVER",NA
"2280",89,"Female","Yes",14,12,1932,17,"Two","$35,000 TO $39,999","$25,000 OR MORE"
"2281",61,"Male","No",16,12,1960,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"2282",74,"Female","Yes",13,12,1947,15,"Two","$25,000 TO $29,999","$25,000 OR MORE"
"2283",64,"Male","Yes",20,12,1957,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2284",63,"Female","Yes",12,12,1958,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"2285",38,"Male","No",17,12,1983,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"2286",55,"Female","Yes",14,12,1966,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"2287",NA,"Female","Yes",14,13,9999,27,"Four",NA,NA
"2288",75,"Male","Yes",17,12,1946,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"2289",71,"Female","Yes",16,12,1950,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"2290",66,"Male","Yes",14,12,1955,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2291",28,"Male","Yes",18,13,1993,26,"None","$170,000 OR OVER",NA
"2292",NA,"Male","No",4,2,9999,2,"Four","$1,000 TO $2,999","$1,000 TO $2,999"
"2293",23,"Female","Yes",16,13,1998,26,"Four","$170,000 OR OVER",NA
"2294",66,"Female","No",16,12,1955,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"2295",41,"Female","No",16,NA,1980,NA,"Two",NA,NA
"2296",71,"Female","No",12,6,1950,6,"Three","$6,000 TO $6,999","$6,000 TO $6,999"
"2297",34,"Female","No",12,12,1987,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"2298",70,"Male","Yes",16,12,1951,25,"One","$150,000 TO $169,999","$25,000 OR MORE"
"2299",82,"Female","Yes",14,12,1939,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"2300",32,"Male","Yes",14,12,1989,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2301",42,"Female","Yes",16,12,1979,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"2302",55,"Male","Yes",18,12,1966,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"2303",82,"Female","Yes",12,12,1939,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"2304",41,"Male","No",17,12,1980,24,"Four","$130,000 TO $149,999","$25,000 OR MORE"
"2305",63,"Female","Yes",12,12,1958,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"2306",63,"Male","Yes",12,1,1958,13,"None","$20,000 TO $22,499","$1,000 AND UNDER"
"2307",61,"Female","Yes",12,12,1960,22,"Three","$90,000 TO $109,999","$25,000 OR MORE"
"2308",56,"Male","No",14,13,1965,26,"Four","$170,000 OR OVER",NA
"2309",67,"Male","Yes",20,12,1954,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2310",35,"Male","Yes",18,12,1986,24,"One","$130,000 TO $149,999","$25,000 OR MORE"
"2311",64,"Male","Yes",17,12,1957,15,"One","$25,000 TO $29,999","$25,000 OR MORE"
"2312",30,"Male","No",14,9,1991,9,NA,"$10,000 TO $12,499","$10,000 TO $14,999"
"2313",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"2314",39,"Female","Yes",16,13,1982,26,"None","$170,000 OR OVER",NA
"2315",21,"Female","Yes",14,13,2000,26,"Two","$170,000 OR OVER",NA
"2316",63,"Female","Yes",13,12,1958,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"2317",70,"Female","Yes",16,NA,1951,NA,"Two",NA,NA
"2318",56,"Female","Yes",20,13,1965,26,"None","$170,000 OR OVER",NA
"2319",40,"Male","Yes",16,13,1981,26,"None","$170,000 OR OVER",NA
"2320",34,"Female","Yes",15,12,1987,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"2321",70,"Female","Yes",18,12,1951,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"2322",NA,NA,NA,11,13,9999,27,NA,NA,NA
"2323",69,"Male","Yes",20,13,1952,26,"None","$170,000 OR OVER",NA
"2324",32,"Female","Yes",16,NA,1989,NA,"Four",NA,NA
"2325",59,"Female","Yes",13,12,1962,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"2326",63,"Female","Yes",16,12,1958,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2327",73,"Female","Yes",16,12,1948,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"2328",64,"Male","Yes",17,12,1957,24,NA,"$130,000 TO $149,999","$25,000 OR MORE"
"2329",57,"Female","No",6,12,1964,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"2330",60,"Male","Yes",14,12,1961,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"2331",75,"Male","Yes",12,12,1946,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"2332",67,"Female","Yes",12,12,1954,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2333",73,"Male","Yes",14,12,1948,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"2334",56,"Female","Yes",10,2,1965,2,"One","$1,000 TO $2,999","$1,000 TO $2,999"
"2335",24,"Female","Yes",16,2,1997,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
